  -0.89500002E+01   0.42897287E-03   0.34948447E-03
  -0.89000002E+01   0.42914767E-03   0.35279112E-03
  -0.88500002E+01   0.43273114E-03   0.35888444E-03
  -0.88000002E+01   0.43990001E-03   0.36796225E-03
  -0.87500002E+01   0.45095906E-03   0.38032622E-03
  -0.87000002E+01   0.46636407E-03   0.39640216E-03
  -0.86500002E+01   0.48675767E-03   0.41677057E-03
  -0.86000002E+01   0.51302315E-03   0.44221145E-03
  -0.85500002E+01   0.54636383E-03   0.47376961E-03
  -0.85000002E+01   0.58842112E-03   0.51285037E-03
  -0.84500002E+01   0.64145184E-03   0.56136214E-03
  -0.84000002E+01   0.70860008E-03   0.62193244E-03
  -0.83500002E+01   0.79432377E-03   0.69824374E-03
  -0.83000002E+01   0.90508377E-03   0.79557021E-03
  -0.82500002E+01   0.10504951E-02   0.92166505E-03
  -0.82000002E+01   0.12453278E-02   0.10882860E-02
  -0.81500002E+01   0.15131514E-02   0.13139424E-02
  -0.81000002E+01   0.18933540E-02   0.16291239E-02
  -0.80500002E+01   0.24556132E-02   0.20869499E-02
  -0.80000002E+01   0.33323662E-02   0.27867646E-02
  -0.79500002E+01   0.48000378E-02   0.39323972E-02
  -0.79000002E+01   0.75141084E-02   0.59985060E-02
  -0.78500002E+01   0.13346462E-01   0.10314897E-01
  -0.78000002E+01   0.29528156E-01   0.21915502E-01
  -0.77500002E+01   0.10767748E+00   0.75953243E-01
  -0.77000002E+01   0.18015309E+02   0.11912034E+02
  -0.76500002E+01   0.11228416E+03   0.73949611E+02
  -0.76000002E+01   0.78343635E+02   0.51608712E+02
  -0.75500002E+01   0.63772627E+02   0.42021251E+02
  -0.75000002E+01   0.55204995E+02   0.36385999E+02
  -0.74500002E+01   0.49409257E+02   0.32575274E+02
  -0.74000002E+01   0.45159630E+02   0.29782055E+02
  -0.73500002E+01   0.41875536E+02   0.27624145E+02
  -0.73000002E+01   0.39241862E+02   0.25894124E+02
  -0.72500001E+01   0.37070887E+02   0.24468445E+02
  -0.72000001E+01   0.35242923E+02   0.23268346E+02
  -0.71500001E+01   0.33677589E+02   0.22240939E+02
  -0.71000001E+01   0.32318644E+02   0.21349226E+02
  -0.70500001E+01   0.31125403E+02   0.20566446E+02
  -0.70000001E+01   0.30067618E+02   0.19872709E+02
  -0.69500001E+01   0.29122269E+02   0.19252877E+02
  -0.69000001E+01   0.28271490E+02   0.18695206E+02
  -0.68500001E+01   0.27501177E+02   0.18190425E+02
  -0.68000001E+01   0.26800025E+02   0.17731105E+02
  -0.67500001E+01   0.26158859E+02   0.17311217E+02
  -0.67000001E+01   0.25570143E+02   0.16925808E+02
  -0.66500001E+01   0.25027625E+02   0.16570773E+02
  -0.66000001E+01   0.24526071E+02   0.16242674E+02
  -0.65500001E+01   0.24061067E+02   0.15938611E+02
  -0.65000001E+01   0.23628870E+02   0.15656128E+02
  -0.64500001E+01   0.23226292E+02   0.15393132E+02
  -0.64000001E+01   0.22850636E+02   0.15147855E+02
  -0.63500001E+01   0.22499675E+02   0.14918844E+02
  -0.63000001E+01   0.22171784E+02   0.14705049E+02
  -0.62500001E+01   0.21866684E+02   0.14506350E+02
  -0.62000001E+01   0.21590818E+02   0.14327282E+02
  -0.61500001E+01   0.21527249E+02   0.14294785E+02
  -0.61000001E+01   0.46251588E+02   0.31415051E+02
  -0.60500001E+01   0.36967198E+02   0.24996221E+02
  -0.60000001E+01   0.33526483E+02   0.22622701E+02
  -0.59500001E+01   0.31550304E+02   0.21262865E+02
  -0.59000001E+01   0.30203315E+02   0.20338380E+02
  -0.58500001E+01   0.29196153E+02   0.19648907E+02
  -0.58000001E+01   0.28398448E+02   0.19104189E+02
  -0.57500001E+01   0.27741617E+02   0.18656750E+02
  -0.57000001E+01   0.27185641E+02   0.18278892E+02
  -0.56500001E+01   0.26705350E+02   0.17953195E+02
  -0.56000001E+01   0.26283987E+02   0.17668068E+02
  -0.55500001E+01   0.25909890E+02   0.17415445E+02
  -0.55000001E+01   0.25574640E+02   0.17189506E+02
  -0.54500001E+01   0.25271980E+02   0.16985927E+02
  -0.54000001E+01   0.24997141E+02   0.16801414E+02
  -0.53500001E+01   0.24746412E+02   0.16633405E+02
  -0.53000001E+01   0.24516852E+02   0.16479871E+02
  -0.52500001E+01   0.24306097E+02   0.16339182E+02
  -0.52000001E+01   0.24112219E+02   0.16210009E+02
  -0.51500001E+01   0.23933629E+02   0.16091256E+02
  -0.51000001E+01   0.23769004E+02   0.15982016E+02
  -0.50500001E+01   0.23617236E+02   0.15881523E+02
  -0.50000001E+01   0.23477389E+02   0.15789135E+02
  -0.49500001E+01   0.23348667E+02   0.15704306E+02
  -0.49000001E+01   0.23230393E+02   0.15626570E+02
  -0.48500001E+01   0.23121989E+02   0.15555531E+02
  -0.48000001E+01   0.23022959E+02   0.15490849E+02
  -0.47500001E+01   0.22932882E+02   0.15432235E+02
  -0.47000001E+01   0.22851398E+02   0.15379441E+02
  -0.46500001E+01   0.22778200E+02   0.15332259E+02
  -0.46000001E+01   0.22713034E+02   0.15290514E+02
  -0.45500001E+01   0.22655685E+02   0.15254060E+02
  -0.45000001E+01   0.22605983E+02   0.15222779E+02
