  -0.89500002E+01   0.15772542E-08
  -0.89000002E+01   0.14529763E-08
  -0.88500002E+01   0.13471811E-08
  -0.88000002E+01   0.12568371E-08
  -0.87500002E+01   0.11795560E-08
  -0.87000002E+01   0.11134588E-08
  -0.86500002E+01   0.10570844E-08
  -0.86000002E+01   0.10093324E-08
  -0.85500002E+01   0.96944325E-09
  -0.85000002E+01   0.93701943E-09
  -0.84500002E+01   0.91211138E-09
  -0.84000002E+01   0.89540975E-09
  -0.83500002E+01   0.88863704E-09
  -0.83000002E+01   0.89533377E-09
  -0.82500002E+01   0.92247068E-09
  -0.82000002E+01   0.98388595E-09
  -0.81500002E+01   0.11080019E-08
  -0.81000002E+01   0.13562950E-08
  -0.80500002E+01   0.18711287E-08
  -0.80000002E+01   0.30124467E-08
  -0.79500002E+01   0.58011622E-08
  -0.79000002E+01   0.13624338E-07
  -0.78500002E+01   0.40608396E-07
  -0.78000002E+01   0.17244893E-06
  -0.77500002E+01   0.15417861E-05
  -0.77000002E+01   0.29841355E-02
  -0.76500002E+01   0.19999952E+01
  -0.76000002E+01   0.19999999E+01
  -0.75500002E+01   0.19999999E+01
  -0.75000002E+01   0.19999998E+01
  -0.74500002E+01   0.19999997E+01
  -0.74000002E+01   0.19999997E+01
  -0.73500002E+01   0.19999997E+01
  -0.73000002E+01   0.19999997E+01
  -0.72500001E+01   0.19999998E+01
  -0.72000001E+01   0.19999998E+01
  -0.71500001E+01   0.19999999E+01
  -0.71000001E+01   0.19999999E+01
  -0.70500001E+01   0.19999999E+01
  -0.70000001E+01   0.20000000E+01
  -0.69500001E+01   0.20000000E+01
  -0.69000001E+01   0.20000000E+01
  -0.68500001E+01   0.20000000E+01
  -0.68000001E+01   0.20000000E+01
  -0.67500001E+01   0.20000000E+01
  -0.67000001E+01   0.20000000E+01
  -0.66500001E+01   0.20000000E+01
  -0.66000001E+01   0.20000000E+01
  -0.65500001E+01   0.20000000E+01
  -0.65000001E+01   0.20000000E+01
  -0.64500001E+01   0.20000000E+01
  -0.64000001E+01   0.20000000E+01
  -0.63500001E+01   0.20000001E+01
  -0.63000001E+01   0.20000002E+01
