  -0.89500002E+01   0.46884761E-03   0.39205414E-03
  -0.89000002E+01   0.46980812E-03   0.39662783E-03
  -0.88500002E+01   0.47453393E-03   0.40441158E-03
  -0.88000002E+01   0.48325312E-03   0.41571717E-03
  -0.87500002E+01   0.49632150E-03   0.43091636E-03
  -0.87000002E+01   0.51426911E-03   0.45055317E-03
  -0.86500002E+01   0.53783926E-03   0.47536536E-03
  -0.86000002E+01   0.56805299E-03   0.50634853E-03
  -0.85500002E+01   0.60634043E-03   0.54494575E-03
  -0.85000002E+01   0.65454531E-03   0.59280930E-03
  -0.84500002E+01   0.71533150E-03   0.65252619E-03
  -0.84000002E+01   0.79239206E-03   0.72759520E-03
  -0.83500002E+01   0.89107759E-03   0.82319357E-03
  -0.83000002E+01   0.10190273E-02   0.94636023E-03
  -0.82500002E+01   0.11879830E-02   0.11082872E-02
  -0.82000002E+01   0.14162444E-02   0.13263177E-02
  -0.81500002E+01   0.17339501E-02   0.16294662E-02
  -0.81000002E+01   0.21925601E-02   0.20666264E-02
  -0.80500002E+01   0.28885130E-02   0.27321735E-02
  -0.80000002E+01   0.40171240E-02   0.38192490E-02
  -0.79500002E+01   0.60325766E-02   0.57913110E-02
  -0.79000002E+01   0.10231371E-01   0.10038259E-01
  -0.78500002E+01   0.22136897E-01   0.23057187E-01
  -0.78000002E+01   0.72795042E+01   0.11770381E+02
  -0.77500002E+01   0.62530685E+02   0.69517109E+02
  -0.77000002E+01   0.13087551E+03   0.81415164E+02
  -0.76500002E+01   0.84530008E+02   0.51346527E+02
  -0.76000002E+01   0.71378721E+02   0.43296675E+02
  -0.75500002E+01   0.62864317E+02   0.38136874E+02
  -0.75000002E+01   0.56461882E+02   0.34346828E+02
  -0.74500002E+01   0.51385242E+02   0.31407006E+02
  -0.74000002E+01   0.47260606E+02   0.29060988E+02
  -0.73500002E+01   0.43856628E+02   0.27149589E+02
  -0.73000002E+01   0.41013737E+02   0.25565424E+02
  -0.72500001E+01   0.38613709E+02   0.24234098E+02
  -0.72000001E+01   0.36568351E+02   0.23099781E+02
  -0.71500001E+01   0.34809814E+02   0.22121775E+02
  -0.71000001E+01   0.33285682E+02   0.21269082E+02
  -0.70500001E+01   0.31954063E+02   0.20519491E+02
  -0.70000001E+01   0.30782523E+02   0.19854529E+02
  -0.69500001E+01   0.29744812E+02   0.19260213E+02
  -0.69000001E+01   0.28819735E+02   0.18725458E+02
  -0.68500001E+01   0.27990087E+02   0.18241037E+02
  -0.68000001E+01   0.27241619E+02   0.17800475E+02
  -0.67500001E+01   0.26562759E+02   0.17397429E+02
  -0.67000001E+01   0.25943851E+02   0.17027004E+02
  -0.66500001E+01   0.25376865E+02   0.16685104E+02
  -0.66000001E+01   0.24855096E+02   0.16368298E+02
  -0.65500001E+01   0.24372932E+02   0.16073691E+02
  -0.65000001E+01   0.23925674E+02   0.15798840E+02
  -0.64500001E+01   0.23509385E+02   0.15541720E+02
  -0.64000001E+01   0.23120811E+02   0.15300556E+02
  -0.63500001E+01   0.22757346E+02   0.15074012E+02
  -0.63000001E+01   0.22417248E+02   0.14861253E+02
  -0.62500001E+01   0.22101096E+02   0.14662983E+02
  -0.62000001E+01   0.21831965E+02   0.14495591E+02
  -0.61500001E+01   0.49337875E+02   0.33620394E+02
  -0.61000001E+01   0.39136344E+02   0.25961657E+02
  -0.60500001E+01   0.34267496E+02   0.22738995E+02
  -0.60000001E+01   0.31909768E+02   0.21184617E+02
  -0.59500001E+01   0.30398438E+02   0.20190895E+02
  -0.59000001E+01   0.29300907E+02   0.19470654E+02
  -0.58500001E+01   0.28444279E+02   0.18909238E+02
  -0.58000001E+01   0.27744614E+02   0.18451150E+02
  -0.57500001E+01   0.27154419E+02   0.18064916E+02
  -0.57000001E+01   0.26645421E+02   0.17731949E+02
  -0.56500001E+01   0.26198810E+02   0.17439792E+02
  -0.56000001E+01   0.25801806E+02   0.17179982E+02
  -0.55500001E+01   0.25445588E+02   0.16946807E+02
  -0.55000001E+01   0.25123400E+02   0.16735772E+02
  -0.54500001E+01   0.24830170E+02   0.16543499E+02
  -0.54000001E+01   0.24562182E+02   0.16367652E+02
  -0.53500001E+01   0.24316290E+02   0.16206111E+02
  -0.53000001E+01   0.24090047E+02   0.16057276E+02
  -0.52500001E+01   0.23881452E+02   0.15919838E+02
  -0.52000001E+01   0.23688801E+02   0.15792653E+02
  -0.51500001E+01   0.23510826E+02   0.15674958E+02
  -0.51000001E+01   0.23346291E+02   0.15565911E+02
  -0.50500001E+01   0.23194207E+02   0.15464869E+02
  -0.50000001E+01   0.23053711E+02   0.15371271E+02
  -0.49500001E+01   0.22924060E+02   0.15284632E+02
  -0.49000001E+01   0.22804617E+02   0.15204498E+02
  -0.48500001E+01   0.22694817E+02   0.15130582E+02
  -0.48000001E+01   0.22594157E+02   0.15062514E+02
  -0.47500001E+01   0.22502199E+02   0.15000019E+02
