  -0.95598921E+01   0.10158419E-07
  -0.94790840E+01   0.70690873E-08
  -0.93982760E+01   0.51740015E-08
  -0.93174679E+01   0.39436641E-08
  -0.92366598E+01   0.31084363E-08
  -0.91558517E+01   0.25207580E-08
  -0.90750436E+01   0.20950769E-08
  -0.89942355E+01   0.17793926E-08
  -0.89134275E+01   0.15408408E-08
  -0.88326194E+01   0.13579784E-08
  -0.87518113E+01   0.12164683E-08
  -0.86710032E+01   0.11065984E-08
  -0.85901951E+01   0.10218648E-08
  -0.85093871E+01   0.95828637E-09
  -0.84285790E+01   0.91443586E-09
  -0.83477709E+01   0.89267120E-09
  -0.82669628E+01   0.90333707E-09
  -0.81861547E+01   0.97806412E-09
  -0.81053466E+01   0.12156121E-08
  -0.80245386E+01   0.19660624E-08
  -0.79437305E+01   0.47571590E-08
  -0.78629224E+01   0.18886381E-07
  -0.77821143E+01   0.15008569E-06
  -0.77013062E+01   0.91311533E-05
  -0.76204982E+01   0.19416544E+01
  -0.75396901E+01   0.19879169E+01
  -0.74588820E+01   0.19962830E+01
  -0.73780739E+01   0.19988551E+01
  -0.72972658E+01   0.19997175E+01
  -0.72164577E+01   0.19999688E+01
  -0.71356497E+01   0.19999964E+01
  -0.70548416E+01   0.19999531E+01
  -0.69740335E+01   0.19999008E+01
  -0.68932254E+01   0.19998620E+01
  -0.68124173E+01   0.19998425E+01
  -0.67316093E+01   0.19998405E+01
  -0.66508012E+01   0.19998518E+01
  -0.65699931E+01   0.19998716E+01
  -0.64891850E+01   0.19998954E+01
  -0.64083769E+01   0.19999200E+01
  -0.63275689E+01   0.19999430E+01
  -0.62467608E+01   0.19999627E+01
  -0.61659527E+01   0.19999802E+01
  -0.60851446E+01   0.29880684E+01
  -0.60043365E+01   0.29979221E+01
  -0.59235284E+01   0.29989670E+01
  -0.58427204E+01   0.29993623E+01
  -0.57619123E+01   0.29995652E+01
  -0.56811042E+01   0.29996853E+01
  -0.56002961E+01   0.29997623E+01
  -0.55194880E+01   0.29998145E+01
  -0.54386800E+01   0.29998515E+01
  -0.53578719E+01   0.29998789E+01
  -0.52770638E+01   0.29999001E+01
  -0.51962557E+01   0.29999171E+01
  -0.51154476E+01   0.29999313E+01
  -0.50346395E+01   0.29999437E+01
  -0.49538315E+01   0.29999546E+01
  -0.48730234E+01   0.29999643E+01
  -0.47922153E+01   0.29999728E+01
  -0.47114072E+01   0.29999801E+01
  -0.46305991E+01   0.29999861E+01
  -0.45497911E+01   0.29999906E+01
  -0.44689830E+01   0.29999935E+01
  -0.43881749E+01   0.29999946E+01
  -0.43073668E+01   0.29999940E+01
  -0.42265587E+01   0.29999914E+01
  -0.41457506E+01   0.29999871E+01
  -0.40649426E+01   0.29999812E+01
  -0.39841345E+01   0.29999739E+01
  -0.39033264E+01   0.29999655E+01
  -0.38225183E+01   0.29999566E+01
  -0.37417102E+01   0.29999476E+01
  -0.36609022E+01   0.29999390E+01
  -0.35800941E+01   0.29999316E+01
  -0.34992860E+01   0.29999261E+01
  -0.34184779E+01   0.29999229E+01
  -0.33376698E+01   0.29999228E+01
  -0.32568617E+01   0.29999263E+01
  -0.31760537E+01   0.29999335E+01
  -0.30952456E+01   0.29999444E+01
  -0.30144375E+01   0.29999584E+01
  -0.29336294E+01   0.29999740E+01
  -0.28528213E+01   0.29999889E+01
  -0.27720133E+01   0.29999988E+01
  -0.26912052E+01   0.29999970E+01
  -0.26103971E+01   0.29999726E+01
  -0.25295890E+01   0.29999084E+01
  -0.24487809E+01   0.29997764E+01
  -0.23679728E+01   0.29995290E+01
  -0.22871648E+01   0.29990814E+01
  -0.22063567E+01   0.29982690E+01
  -0.21255486E+01   0.29967321E+01
  -0.20447405E+01   0.29935159E+01
  -0.19639324E+01   0.29850209E+01
  -0.18831244E+01   0.29360853E+01
  -0.18023163E+01   0.10000028E+01
  -0.17215082E+01   0.10000001E+01
  -0.16407001E+01   0.99999999E+00
  -0.15598920E+01   0.99999996E+00
