  -0.95598921E+01   0.49572618E-07
  -0.94790840E+01   0.23996657E-07
  -0.93982760E+01   0.14004955E-07
  -0.93174679E+01   0.90991412E-08
  -0.92366598E+01   0.63553979E-08
  -0.91558517E+01   0.46822626E-08
  -0.90750436E+01   0.35963493E-08
  -0.89942355E+01   0.28574690E-08
  -0.89134275E+01   0.23358265E-08
  -0.88326194E+01   0.19566194E-08
  -0.87518113E+01   0.16744848E-08
  -0.86710032E+01   0.14607660E-08
  -0.85901951E+01   0.12967701E-08
  -0.85093871E+01   0.11700344E-08
  -0.84285790E+01   0.10722203E-08
  -0.83477709E+01   0.99799891E-09
  -0.82669628E+01   0.94473616E-09
  -0.81861547E+01   0.91327110E-09
  -0.81053466E+01   0.91118545E-09
  -0.80245386E+01   0.96370504E-09
  -0.79437305E+01   0.11531512E-08
  -0.78629224E+01   0.17927015E-08
  -0.77821143E+01   0.45121401E-08
  -0.77013062E+01   0.28578095E-07
  -0.76204982E+01   0.47430551E-04
  -0.75396901E+01   0.20531758E-03
  -0.74588820E+01   0.82205383E-03
  -0.73780739E+01   0.36702625E-02
  -0.72972658E+01   0.15099162E-01
  -0.72164577E+01   0.16754561E+01
  -0.71356497E+01   0.18306048E+01
  -0.70548416E+01   0.18860637E+01
  -0.69740335E+01   0.19221612E+01
  -0.68932254E+01   0.19485355E+01
  -0.68124173E+01   0.19676896E+01
  -0.67316093E+01   0.19810445E+01
  -0.66508012E+01   0.19898221E+01
  -0.65699931E+01   0.19951352E+01
  -0.64891850E+01   0.19979574E+01
  -0.64083769E+01   0.19990971E+01
  -0.63275689E+01   0.19991929E+01
  -0.62467608E+01   0.19987249E+01
  -0.61659527E+01   0.19980354E+01
  -0.60851446E+01   0.19974628E+01
  -0.60043365E+01   0.19971631E+01
  -0.59235284E+01   0.19971525E+01
  -0.58427204E+01   0.19976397E+01
  -0.57619123E+01   0.19993754E+01
  -0.56811042E+01   0.26963851E+01
  -0.56002961E+01   0.29261501E+01
  -0.55194880E+01   0.29696642E+01
  -0.54386800E+01   0.29852664E+01
  -0.53578719E+01   0.29922530E+01
  -0.52770638E+01   0.29957771E+01
  -0.51962557E+01   0.29976701E+01
  -0.51154476E+01   0.29986970E+01
  -0.50346395E+01   0.29992155E+01
  -0.49538315E+01   0.29994104E+01
  -0.48730234E+01   0.29993882E+01
  -0.47922153E+01   0.29992185E+01
  -0.47114072E+01   0.29989528E+01
  -0.46305991E+01   0.29986335E+01
  -0.45497911E+01   0.29982974E+01
  -0.44689830E+01   0.29979776E+01
  -0.43881749E+01   0.29977029E+01
  -0.43073668E+01   0.29974975E+01
  -0.42265587E+01   0.29973804E+01
  -0.41457506E+01   0.29973640E+01
  -0.40649426E+01   0.29974540E+01
  -0.39841345E+01   0.29976478E+01
  -0.39033264E+01   0.29979344E+01
  -0.38225183E+01   0.29982940E+01
  -0.37417102E+01   0.29986976E+01
  -0.36609022E+01   0.29991071E+01
  -0.35800941E+01   0.29994759E+01
  -0.34992860E+01   0.29997491E+01
  -0.34184779E+01   0.29998652E+01
  -0.33376698E+01   0.29997570E+01
  -0.32568617E+01   0.29993538E+01
  -0.31760537E+01   0.29985846E+01
  -0.30952456E+01   0.29973810E+01
  -0.30144375E+01   0.29956820E+01
  -0.29336294E+01   0.29934398E+01
  -0.28528213E+01   0.29906276E+01
  -0.27720133E+01   0.29872490E+01
  -0.26912052E+01   0.29833511E+01
  -0.26103971E+01   0.29790420E+01
  -0.25295890E+01   0.29745152E+01
  -0.24487809E+01   0.29700832E+01
  -0.23679728E+01   0.29662266E+01
  -0.22871648E+01   0.29636609E+01
  -0.22063567E+01   0.29634152E+01
  -0.21255486E+01   0.29668363E+01
  -0.20447405E+01   0.29749207E+01
  -0.19639324E+01   0.29820447E+01
  -0.18831244E+01   0.28793602E+01
  -0.18023163E+01   0.10071121E+01
  -0.17215082E+01   0.10013734E+01
  -0.16407001E+01   0.10004179E+01
  -0.15598920E+01   0.10001432E+01
