  -0.95598921E+01   0.24050276E+01   0.38981648E+01
  -0.94790840E+01   0.15935858E+01   0.28037877E+01
  -0.93982760E+01   0.57855390E+00   0.10952023E+01
  -0.93174679E+01   0.17685131E-02   0.26083656E-02
  -0.92366598E+01   0.10494971E-02   0.13565297E-02
  -0.91558517E+01   0.78619991E-03   0.92546850E-03
  -0.90750436E+01   0.64867228E-03   0.70799141E-03
  -0.89942355E+01   0.56698446E-03   0.57934861E-03
  -0.89134275E+01   0.51648870E-03   0.49657802E-03
  -0.88326194E+01   0.48637959E-03   0.44088640E-03
  -0.87518113E+01   0.47150012E-03   0.40283341E-03
  -0.86710032E+01   0.46955813E-03   0.37727075E-03
  -0.85901951E+01   0.48008529E-03   0.36128915E-03
  -0.85093871E+01   0.50413745E-03   0.35329282E-03
  -0.84285790E+01   0.54445860E-03   0.35256703E-03
  -0.83477709E+01   0.60612993E-03   0.35910067E-03
  -0.82669628E+01   0.69798921E-03   0.37357941E-03
  -0.81861547E+01   0.83558333E-03   0.39755050E-03
  -0.81053466E+01   0.10476150E-02   0.43385190E-03
  -0.80245386E+01   0.13914198E-02   0.48759914E-03
  -0.79437305E+01   0.19957231E-02   0.56866175E-03
  -0.78629224E+01   0.32065678E-02   0.69931526E-03
  -0.77821143E+01   0.63025958E-02   0.94881935E-03
  -0.77013062E+01   0.22157150E-01   0.18273970E-02
  -0.76204982E+01   0.15533126E+02   0.81542135E+00
  -0.75396901E+01   0.29491665E+02   0.22761972E+01
  -0.74588820E+01   0.44273560E+02   0.52473680E+01
  -0.73780739E+01   0.62928226E+02   0.12120914E+02
  -0.72972658E+01   0.85208833E+02   0.28799648E+02
  -0.72164577E+01   0.91357511E+02   0.60148392E+02
  -0.71356497E+01   0.51050682E+02   0.73579863E+02
  -0.70548416E+01   0.19416492E+02   0.54970681E+02
  -0.69740335E+01   0.18288733E+02   0.33774393E+02
  -0.68932254E+01   0.30482946E+02   0.23765824E+02
  -0.68124173E+01   0.31606876E+02   0.21305433E+02
  -0.67316093E+01   0.31204370E+02   0.19801975E+02
  -0.66508012E+01   0.30181539E+02   0.18772771E+02
  -0.65699931E+01   0.28913493E+02   0.18001198E+02
  -0.64891850E+01   0.27599213E+02   0.17374689E+02
  -0.64083769E+01   0.26348290E+02   0.16832722E+02
  -0.63275689E+01   0.25216523E+02   0.16343345E+02
  -0.62467608E+01   0.24226166E+02   0.15890676E+02
  -0.61659527E+01   0.23379912E+02   0.15467936E+02
  -0.60851446E+01   0.25152791E+02   0.15633871E+02
  -0.60043365E+01   0.28059854E+02   0.16183576E+02
  -0.59235284E+01   0.29718541E+02   0.16586396E+02
  -0.58427204E+01   0.30974248E+02   0.17046485E+02
  -0.57619123E+01   0.31943449E+02   0.17623129E+02
  -0.56811042E+01   0.32605131E+02   0.18357512E+02
  -0.56002961E+01   0.32853010E+02   0.19287509E+02
  -0.55194880E+01   0.32459820E+02   0.20451714E+02
  -0.54386800E+01   0.30802097E+02   0.21902703E+02
  -0.53578719E+01   0.26730398E+02   0.20127557E+02
  -0.52770638E+01   0.25855941E+02   0.18807593E+02
  -0.51962557E+01   0.25266096E+02   0.18051750E+02
  -0.51154476E+01   0.24798161E+02   0.17519219E+02
  -0.50346395E+01   0.24402304E+02   0.17112090E+02
  -0.49538315E+01   0.24056692E+02   0.16786399E+02
  -0.48730234E+01   0.23750543E+02   0.16518003E+02
  -0.47922153E+01   0.23478382E+02   0.16292017E+02
  -0.47114072E+01   0.23237511E+02   0.16098616E+02
  -0.46305991E+01   0.23026701E+02   0.15931069E+02
  -0.45497911E+01   0.22845440E+02   0.15784722E+02
  -0.44689830E+01   0.22693478E+02   0.15656413E+02
  -0.43881749E+01   0.22570533E+02   0.15544109E+02
  -0.43073668E+01   0.22476116E+02   0.15446667E+02
  -0.42265587E+01   0.22409424E+02   0.15363650E+02
  -0.41457506E+01   0.22369296E+02   0.15295196E+02
  -0.40649426E+01   0.22354203E+02   0.15241898E+02
  -0.39841345E+01   0.22362280E+02   0.15204708E+02
  -0.39033264E+01   0.22391378E+02   0.15184837E+02
  -0.38225183E+01   0.22439150E+02   0.15183669E+02
  -0.37417102E+01   0.22503153E+02   0.15202669E+02
  -0.36609022E+01   0.22580982E+02   0.15243288E+02
  -0.35800941E+01   0.22670426E+02   0.15306871E+02
  -0.34992860E+01   0.22769656E+02   0.15394552E+02
  -0.34184779E+01   0.22877447E+02   0.15507152E+02
  -0.33376698E+01   0.22993443E+02   0.15645060E+02
  -0.32568617E+01   0.23118454E+02   0.15808127E+02
  -0.31760537E+01   0.23254825E+02   0.15995547E+02
